lon,lat
120.9816,14.4557
121.0033,14.4669
121.0035,14.6784
121.0225,14.5065
120.9505,14.5854
120.9761,14.655
120.9678,14.6207
121.0288,14.5836
121.0098,14.5206
120.9981,14.4897
120.9831,14.7571
120.9638,14.4955
120.9605,14.5218
120.9654,14.525
120.9884,14.7621
120.9732,14.6922
120.9904,14.4826
120.9457,14.7209
120.9884,14.6349
120.9525,14.4486
120.9956,14.4686
121.0174,14.5176
120.9672,14.5269
121.0041,14.7764
120.9922,14.4843
120.9821,14.7558
121.0131,14.5037
120.9874,14.5077
120.978,14.6931
121.0278,14.6632
120.9571,14.5651
120.9693,14.4369
121.0276,14.5082
120.9908,14.767
121.0201,14.5084
120.9669,14.6198
121.0265,14.6836
120.9559,14.7257
120.9922,14.7574
120.9776,14.5063
120.9729,14.7451
120.9587,14.4266
120.9967,14.7621
121.0201,14.5203
120.9708,14.4799
120.9448,14.72
120.9791,14.6053
120.9712,14.4458
121.0187,14.6323
120.9824,14.6307
121.03,14.7182
121.0337,14.5116
121.022,14.7122
120.9623,14.5236
120.9834,14.7585
120.9817,14.4462
120.957,14.4894
120.9995,14.5145
121.0004,14.5419
121.0177,14.6239
120.9971,14.6412
120.956,14.6907
121.0238,14.714
121.0138,14.4788
120.9899,14.6346
120.9673,14.7395
121.03,14.687
121.0079,14.7021
120.9672,14.5823
120.9896,14.613
120.958,14.5216
120.9934,14.4852
120.989,14.7652
120.987,14.6644
121.0149,14.5055
120.9497,14.5563
121.0228,14.4917
120.962,14.5912
121.03,14.5273
120.9664,14.441
120.9568,14.7266
120.9878,14.4611
120.9627,14.578
121.0114,14.7784
120.9947,14.54
121.0042,14.4678
121.0129,14.7888
120.9607,14.6159
121.0081,14.6456
121.0282,14.7163
120.999,14.6745
121.0102,14.5011
120.9561,14.4885
120.9614,14.6888
121.0253,14.5093
121.0406,14.6415
120.9803,14.5091
121.038,14.5146
120.9544,14.4227
121.0201,14.4889
121.0328,14.5107
120.9836,14.6091
120.9789,14.6941
121.0333,14.6902
120.9549,14.5696
120.9578,14.4267
120.9609,14.7319
120.9945,14.771
120.9899,14.5377
120.9413,14.7165
120.9637,14.6441
120.9972,14.7737
120.9798,14.4539
121.008,14.7748
121.0164,14.5521
121.0064,14.5092
120.9529,14.4628
120.9524,14.5671
121.0035,14.7799
120.997,14.6948
121.005,14.642
120.9782,14.6044
120.9734,14.6527
121.0123,14.65
120.9954,14.6713
121.0326,14.5651
120.9739,14.5304
120.9843,14.4578
121.0141,14.7811
121.0102,14.5864
120.9801,14.4461
120.9646,14.4739
120.996,14.7724
120.9672,14.6473
120.9563,14.731
120.9586,14.5738
120.9645,14.4395
120.9603,14.4284
120.9865,14.5979
120.9739,14.5877
120.9611,14.7328
121.0196,14.6332
120.9833,14.6316
121.0265,14.7157
121.0158,14.6761
120.9533,14.5611
120.9721,14.5286
120.9805,14.5307
120.9917,14.6364
120.9931,14.6156
120.9965,14.5136
120.9435,14.6915
120.9932,14.4992
121.0213,14.5926
121.0088,14.703
120.9914,14.6899
121.0222,14.6357
120.9812,14.755
120.9392,14.7051
121.0268,14.5979
120.9863,14.5758
120.9707,14.6504
121.0,14.4734
121.0156,14.7073
120.9528,14.5193
120.9726,14.4817
120.9589,14.6141
120.9578,14.4257
121.0129,14.4779
120.9999,14.4915
120.9864,14.479
120.975,14.5048
120.9342,14.7094
121.0108,14.5476
120.9823,14.6609
120.9866,14.7603
120.9698,14.6495
121.0048,14.4776
120.9681,14.4627
120.9786,14.472
120.9835,14.5083
121.0335,14.7181
121.0257,14.6829
121.0253,14.4935
120.9766,14.4704
121.029,14.4973
121.0221,14.4896
120.9568,14.572
120.9884,14.7644
121.0269,14.5597
120.9826,14.5951
120.9587,14.733
121.0309,14.5282
120.9861,14.7612
121.0203,14.6785
120.97,14.6212
120.9918,14.7682
120.9579,14.4537
120.9997,14.5129
121.0025,14.5836
121.0064,14.5175
120.9645,14.5241
120.9495,14.5188
121.0068,14.6148
120.9919,14.4985
120.9958,14.7692
120.9998,14.6439
121.0362,14.5127
121.0294,14.5389
120.9875,14.7612
120.9783,14.7517
121.006,14.5846
121.0074,14.4985
121.0176,14.678
121.0065,14.4976
121.0182,14.5283
120.9598,14.615
120.9723,14.6913
121.019,14.485
120.9582,14.7292
121.0116,14.4834
120.9952,14.693
120.9675,14.4351
120.9748,14.4834
120.984,14.5057
120.9809,14.4887
121.0309,14.6879
120.9493,14.5637
120.9569,14.4258
120.9663,14.5924
121.0063,14.4788
120.964,14.6177
120.9686,14.5
120.9591,14.7301
121.0014,14.6096
120.9503,14.557
120.9951,14.6043
120.992,14.5371
120.9499,14.7198
120.9593,14.5884
120.9744,14.6241
121.0156,14.6534
120.9585,14.5901
121.0154,14.6297
120.9735,14.6232
121.0256,14.7148
121.0175,14.7086
121.0136,14.6281
121.0296,14.497
121.0108,14.6173
120.9881,14.5359
120.9605,14.7348
121.0173,14.5274
121.001,14.6423
121.0096,14.6755
120.9786,14.4867
120.9612,14.4293
121.0166,14.4861
120.9818,14.6073
120.9931,14.4555
120.9542,14.7241
121.0106,14.4751
121.0371,14.5136
120.9949,14.6174
120.9484,14.7235
120.9511,14.7261
120.9813,14.5747
120.9718,14.6231
120.9923,14.5772
120.9638,14.5658
120.9634,14.4585
121.0044,14.7808
120.9436,14.5499
120.983,14.7567
121.0379,14.7196
120.999,14.4621
121.0187,14.7866
121.0079,14.6796
120.9654,14.6455
121.0047,14.4958
120.9686,14.5698
120.957,14.4528
120.9728,14.4669
121.0071,14.6246
120.9785,14.5072
120.9632,14.6907
120.96,14.492
120.9825,14.4566
121.0172,14.6315
120.9564,14.4664
121.0164,14.5264
120.9628,14.6432
120.9719,14.466
120.9768,14.7506
120.9843,14.7594
120.9526,14.4209
120.9718,14.5977
121.0274,14.6845
120.9922,14.4546
121.0073,14.4715
121.0056,14.4967
121.0051,14.4687
120.9845,14.61
120.9921,14.7656
121.0039,14.4767
120.9923,14.6908
120.9789,14.574
121.0063,14.6237
120.9941,14.579
120.9779,14.6568
120.9942,14.6034
120.9798,14.6282
120.9567,14.5883
121.0352,14.7169
121.0192,14.5194
121.0175,14.487
120.9721,14.4467
120.9869,14.4602
120.9777,14.4711
120.975,14.7488
120.9879,14.451
121.0123,14.7793
120.9619,14.6165
120.9333,14.7048
120.9704,14.7425
120.9785,14.7523
120.9833,14.6614
120.9872,14.5767
120.9752,14.6545
121.0248,14.682
121.0291,14.7173
121.0212,14.6795
121.0312,14.4985
120.9926,14.6373
120.9934,14.5123
120.9888,14.4512
120.9438,14.558
121.0249,14.7937
120.9999,14.6754
120.9508,14.7207
121.0127,14.6272
121.026,14.5353
120.9556,14.4655
121.0303,14.4976
120.9982,14.695
121.0,14.6969
121.0269,14.6623
121.0087,14.6255
121.014,14.5046
121.0105,14.6273
120.9534,14.4495
121.0125,14.5233
121.0098,14.5485
121.0089,14.5476
120.9614,14.5227
121.0285,14.538
121.0303,14.511
120.9915,14.4539
120.9814,14.5317
120.9609,14.4929
120.9542,14.562
121.0299,14.4982
120.9835,14.448
121.0327,14.6897
121.0207,14.5301
121.0007,14.6376
120.9773,14.4438
121.0082,14.5193
121.0135,14.5504
120.9488,14.5554
121.0016,14.5147
120.994,14.4564
121.0022,14.7787
121.0147,14.7064
120.9611,14.5903
121.0259,14.597
121.0125,14.4843
121.0059,14.6429
120.9976,14.5402
121.006,14.5459
120.956,14.4249
120.9764,14.6252
120.9448,14.5589
120.9637,14.5909
120.9591,14.4691
121.021,14.4899
120.9587,14.4276
120.9814,14.66
121.0056,14.7722
121.0007,14.621
120.978,14.5731
120.9913,14.6013
120.9731,14.5715
120.9537,14.5203
120.9922,14.6147
120.9466,14.7218
121.0069,14.5855
121.0138,14.6516
121.0012,14.7677
121.0204,14.5917
120.996,14.502
121.0017,14.6765
120.9881,14.5777
120.9378,14.713
120.989,14.5368
120.9836,14.6889
121.0107,14.4825
121.016,14.6224
121.0233,14.5326
121.014,14.6764
121.0109,14.7037
120.9493,14.7244
121.0242,14.5579
120.9805,14.6591
121.0242,14.5335
121.0118,14.7046
120.9989,14.6191
120.963,14.4311
121.0078,14.7799
120.9777,14.7515
121.0321,14.4994
120.9733,14.7471
120.9538,14.4637
121.0185,14.6248
120.9728,14.5037
121.0135,14.62
120.9621,14.4302
120.9667,14.7388
121.0019,14.4752
120.998,14.4713
121.0052,14.6767
120.9977,14.5127
121.0191,14.5292
120.9982,14.461
120.9826,14.4471
120.9644,14.7381
121.0106,14.7825
121.0046,14.5074
121.0382,14.6135
120.9914,14.6148
121.0114,14.6491
120.9913,14.7565
120.9895,14.4629
120.9638,14.7355
121.0297,14.5624
121.0143,14.5891
121.007,14.6786
120.9865,14.633
121.0317,14.5642
120.9681,14.5832
121.0016,14.6219
121.0006,14.5138
121.0012,14.5051
121.0165,14.7082
121.0152,14.59
120.9475,14.5619
120.9484,14.5628
120.9706,14.7444
120.9637,14.6183
121.0152,14.6215
121.012,14.7879
120.9943,14.4861
121.0183,14.5525
120.9982,14.581
120.9582,14.4682
120.9745,14.6005
121.0049,14.7005
120.9475,14.7226
121.0232,14.6587
121.0038,14.6219
121.0115,14.476
121.0239,14.6811
121.0259,14.5254
120.9871,14.5357
120.9968,14.5118
120.9933,14.6024
120.9609,14.4705
120.9619,14.5772
121.0165,14.6544
121.0042,14.5441
120.9881,14.7528
121.0147,14.4797
121.0055,14.5083
120.98,14.6062
120.9402,14.5465
121.025,14.5961
121.0025,14.5156
120.9755,14.6243
121.0105,14.6482
120.9892,14.5095
121.0002,14.7728
120.9618,14.4714
120.9615,14.4571
120.9827,14.4905
120.9798,14.5749
120.9943,14.6921
121.0138,14.7055
121.014,14.5244
120.998,14.6421
120.9884,14.5997
121.0016,14.5826
120.9692,14.6912
121.0258,14.7946
120.9755,14.7483
121.0081,14.4806
121.0241,14.6596
120.9905,14.689
121.0355,14.4876
121.0143,14.6206
121.009,14.6465
120.9551,14.725
120.9809,14.6071
121.0291,14.5264
120.9789,14.5917
120.9894,14.7629
121.0053,14.7817
121.0267,14.7956
120.9529,14.7279
121.003,14.7695
120.9908,14.6355
120.9807,14.5935
121.0006,14.5817
120.971,14.4651
121.0102,14.7861
120.9826,14.5073
121.0208,14.4868
120.9624,14.4382
120.994,14.7594
120.9636,14.4386
121.0222,14.5935
120.9876,14.4947
121.0185,14.5913
120.9947,14.4677
121.0229,14.7131
120.9736,14.5995
121.0009,14.4923
120.9741,14.5039
120.952,14.727
121.0317,14.4611
120.9798,14.695
120.9673,14.4764
120.9523,14.5864
120.9691,14.7413
120.9936,14.77
121.0051,14.545
121.037,14.7187
121.0287,14.4961
120.9641,14.6917
121.0003,14.7663
121.0234,14.4912
120.9665,14.5685
120.9418,14.5481
120.9647,14.4964
120.96,14.4696
120.9465,14.6947
120.9757,14.6017
121.0084,14.4993
120.952,14.462
120.9691,14.6202
121.0158,14.5262
121.0173,14.4824
120.9766,14.5905
120.9663,14.7386
120.9926,14.6691
121.0243,14.4921
120.9682,14.7404
120.9728,14.4474
120.9913,14.4834
120.9649,14.6186
120.9442,14.558
120.978,14.5908
121.0277,14.5272
121.0184,14.4879
120.9775,14.6035
121.0026,14.6775
121.0262,14.4944
120.988,14.6125
120.9667,14.6205
121.0054,14.6228
120.9466,14.561
120.9589,14.4544
120.9999,14.463
120.9781,14.4526
120.9906,14.453
121.0094,14.6171
120.9662,14.7399
121.025,14.5244
120.9822,14.5756
121.0238,14.792
121.0278,14.5606
121.0095,14.7859
121.0216,14.531
120.9748,14.5886
121.0243,14.5084
120.9615,14.4373
121.0361,14.6929
120.9852,14.4926
120.9951,14.5011
121.0023,14.466
120.9722,14.7443
120.9517,14.7216
121.0223,14.6578
120.9655,14.4748
120.9931,14.4662
120.947,14.5536
121.0309,14.7191
121.0103,14.618
120.9627,14.4723
120.9735,14.4825
120.978,14.6264
120.9582,14.4902
121.001,14.4743
121.0093,14.5002
120.9558,14.5874
120.9519,14.5184
121.0282,14.5255
120.9875,14.7635
121.0025,14.7514
120.9502,14.7253
120.9469,14.5532
121.0202,14.7113
121.0224,14.5561
120.949,14.7189
120.9958,14.5384
120.981,14.7544
120.961,14.7349
120.9439,14.7191
120.9578,14.7321
121.0131,14.5235
120.9553,14.4236
120.9708,14.5857
121.0344,14.719
120.9905,14.6139
120.9985,14.7644
120.9351,14.7066
120.9952,14.487
121.0042,14.5827
121.0234,14.5075
120.9455,14.6937
120.9656,14.5676
121.0107,14.5215
120.9629,14.4946
120.9986,14.5136
121.0147,14.6525
120.971,14.5299
121.0232,14.5229
121.009,14.4815
120.9655,14.5927
120.9798,14.5926
120.9855,14.4781
120.9955,14.5783
120.9888,14.6662
120.9929,14.5381
120.9596,14.4275
121.012,14.477
120.9994,14.7653
120.9803,14.7541
120.9767,14.5066
123.9273,16.8207
120.9713,14.7434
120.9466,14.5607
121.006,14.7781
120.9589,14.5225
120.9913,14.4644
120.9373,14.7032
120.9691,14.4782
120.955,14.5891
121.0347,14.5021
121.0111,14.5136
121.0198,14.5292
121.0057,14.5175
120.9777,14.4858
121.0267,14.5362
121.028,14.4962
120.9742,14.748
120.9696,14.6225
120.9842,14.6325
120.9637,14.473
121.0355,14.6921
121.0014,14.7737
120.969,14.5951
120.9993,14.7719
120.994,14.7674
120.9717,14.6214
120.9941,14.5002
120.9648,14.737
121.0231,14.6366
120.9647,14.5667
121.0073,14.5184
120.9701,14.529
120.9614,14.6424
121.0283,14.6854
120.9747,14.7469
121.0251,14.5344
120.9987,14.6071
121.0069,14.7832
120.9569,14.4248
120.9945,14.6388
121.0211,14.7113
120.9963,14.6406
121.0039,14.7704
121.0107,14.7775
120.9998,14.62
121.0117,14.6182
120.9755,14.4501
120.9552,14.451
120.9619,14.6423
121.0201,14.5543
120.984,14.5775
121.024,14.7928
120.9596,14.7339
120.9818,14.4896
121.0034,14.6403
121.0155,14.7829
121.0055,14.4697
120.9792,14.4452
120.9598,14.4553
120.9832,14.5335
121.0008,14.4639
120.977,14.6559
120.9666,14.4344
121.0111,14.5873
120.9843,14.4917
120.9546,14.5212
120.9663,14.4609
120.9796,14.6582
121.0149,14.6773
120.953,14.5597
120.9741,14.6932
121.0155,14.5512
121.0088,14.7807
120.9985,14.5411
121.0223,14.522
120.9792,14.7526
120.9992,14.6403
120.936,14.7112
120.9619,14.7358
120.9719,14.4388
121.0241,14.5952
120.9976,14.7635
120.9867,14.4937
120.9969,14.7733
120.987,14.4501
120.9857,14.7617
120.9671,14.7408
120.9956,14.5126
120.9342,14.7057
121.01,14.7028
120.9689,14.6486
121.0219,14.4908
120.9646,14.5918
120.9668,14.4982
120.9904,14.7556
120.9717,14.4808
120.9673,14.6894
120.9663,14.6464
120.9966,14.6185
120.9844,14.4773
121.0373,14.6939
120.9577,14.5729
121.0167,14.5895
121.0062,14.7826
121.003,14.5069
120.946,14.5523
121.0069,14.779
121.015,14.4854
120.9701,14.6922
120.9842,14.6623
120.9692,14.5281
120.9637,14.7376
120.9925,14.5114
120.9663,14.5259
121.0164,14.4815
120.9682,14.4428
120.9963,14.6722
120.9834,14.4569
120.996,14.6052
121.0018,14.4932
120.9995,14.541
120.9773,14.5304
120.9681,14.6482
120.9442,14.5505
120.9773,14.7501
120.9547,14.4646
121.0114,14.6283
120.98,14.4878
120.9724,14.7462
120.9404,14.7156
120.9659,14.4973
121.0048,14.5166
121.0192,14.5534
120.9917,14.7678
120.9757,14.5895
120.9743,14.6536
120.9677,14.4991
120.9853,14.5338
120.9427,14.549
120.9672,14.5933
120.9885,14.4956
120.9726,14.5875
121.0335,14.566
121.0117,14.5485
120.9789,14.6273
120.9904,14.4635
120.9894,14.4965
120.969,14.4636
120.9971,14.4704
120.999,14.7755
121.0098,14.7766
121.0057,14.4785
120.9759,14.7497
120.9639,14.7361
120.9586,14.7284
121.0221,14.6804
121.0346,14.5669
120.9639,14.4317
121.0192,14.5074
121.002,14.6434
120.9916,14.5104
120.9506,14.5653
121.0318,14.6888
120.9628,14.6174
121.0033,14.5432
120.9514,14.5863
120.9969,14.6053
120.9922,14.6022
120.9515,14.5593
120.9807,14.4548
120.9897,14.6671
121.0004,14.7769
121.0132,14.7802
121.0134,14.5881
121.0032,14.6114
120.9748,14.4686
120.9369,14.7121
120.9695,14.7416
120.9664,14.4757
120.9564,14.4239
120.9766,14.6026
120.9996,14.608
120.9882,14.4808
121.0346,14.5125
121.0072,14.6447
120.9875,14.6339
120.9601,14.5754
120.9701,14.501
121.0028,14.4761
120.9728,14.4397
120.9984,14.6203
121.007,14.7012
121.0389,14.5155
120.9457,14.5598
120.9858,14.5075
120.9758,14.5057
120.9908,14.6673
120.9738,14.746
120.9928,14.4994
120.9479,14.5545
120.9757,14.4695
120.9719,14.5028
121.0229,14.7911
120.9746,14.6234
120.9848,14.7585
121.0184,14.7095
120.9645,14.5798
121.0047,14.7713
120.9409,14.5472
121.0126,14.6191
120.9852,14.4587
120.9855,14.6909
120.9998,14.4731
120.9431,14.7183
121.0149,14.5253
120.9636,14.5789
121.0023,14.6105
120.9772,14.4517
120.9725,14.6518
120.9704,14.5962
120.989,14.7537
120.9748,14.5313
120.9749,14.5733
120.979,14.4535
120.9935,14.67
121.0032,14.7755
120.9973,14.4601
121.0141,14.4844
120.9931,14.7665
120.975,14.6941
121.0051,14.5837
121.0097,14.4742
121.0023,14.7746
121.0022,14.6978
120.9834,14.4908
121.0009,14.6978
120.9768,14.4849
120.9679,14.7417
121.0031,14.7796
120.9422,14.7174
120.954,14.5687
121.0068,14.6438
120.9844,14.5329
120.9333,14.7085
121.0025,14.6394
120.9938,14.4668
121.0231,14.5944
121.0116,14.5224
121.0159,14.4863
120.986,14.6641
120.9451,14.5514
121.0193,14.6562
121.0072,14.4797
120.9852,14.4483
120.9687,14.6216
121.0173,14.7847
121.0145,14.629
120.9835,14.4764
120.9739,14.4677
121.0064,14.4706
120.9815,14.6298
120.9999,14.7764
120.9516,14.4477
120.9874,14.5988
120.9684,14.436
121.0132,14.6509
120.9764,14.7492
121.0087,14.6745
120.9817,14.4746
120.9826,14.4755
120.9949,14.7683
120.961,14.5763
121.0164,14.7838
121.0146,14.782
120.9652,14.4603
120.9532,14.5873
120.9865,14.6919
121.0194,14.5922
120.9794,14.7532
120.998,14.5033
120.9895,14.4817
120.9821,14.7562
121.0182,14.4833
121.0361,14.7178
120.9839,14.7576
120.9958,14.7612
120.9962,14.5015
120.9984,14.771
120.9844,14.4489
121.0082,14.4724
120.9692,14.4437
120.9726,14.6223
120.9722,14.5705
120.9683,14.6903
120.971,14.5019
121.0059,14.6139
120.9991,14.6959
120.999,14.4906
120.9857,14.7594
120.9932,14.5781
121.0352,14.692
120.9901,14.5104
120.989,14.5786
120.9533,14.7232
120.9975,14.6194
120.9654,14.5807
120.9861,14.4492
121.002,14.6201
120.9682,14.4773
120.9515,14.5662
121.0031,14.6987
121.0241,14.5238
121.0061,14.6776
120.9673,14.4419
121.0185,14.6789
121.0308,14.4991
120.9677,14.5689
120.9927,14.7691
120.9521,14.5588
120.9807,14.6291
120.9543,14.4504
120.9951,14.7715
121.0016,14.6385
121.0193,14.4888
120.977,14.6922
120.9697,14.7435
121.0261,14.4939
121.0285,14.5091
120.9827,14.6082
120.9887,14.612
120.9845,14.6899
121.0271,14.4953
120.9972,14.6731
121.0078,14.7841
121.021,14.5552
120.9591,14.4911
121.0041,14.6411
120.9602,14.5894
121.0199,14.4859
120.9545,14.7292
121.0136,14.5153
121.0146,14.5503
121.0013,14.5428
120.9861,14.4935
121.0118,14.6263
121.0074,14.774
120.9981,14.6736
121.0061,14.7003
121.0122,14.6745
121.0308,14.5405
120.9978,14.6062
120.9727,14.5986
121.0176,14.5904
121.0085,14.6162
120.9862,14.6107
120.9653,14.739
120.9555,14.423
120.9886,14.462
120.9932,14.6917
121.0022,14.5438
121.0096,14.6264
120.9812,14.7553
121.0288,14.5615
120.9989,14.4722
121.0154,14.5171
120.9755,14.442
120.9961,14.6939
121.0065,14.7731
121.0276,14.7965
120.9766,14.4852
121.008,14.6255
120.9795,14.4876
121.0021,14.7686
120.9899,14.7546
120.9957,14.6176
121.0044,14.6793
120.9973,14.5801
121.0268,14.5263
120.9737,14.4406
120.9746,14.4411
121.0267,14.7955
120.9791,14.5322
120.9949,14.4573
121.0205,14.7884
120.9496,14.5845
120.9947,14.5117
121.0397,14.7211
120.9764,14.4429
121.0099,14.6474
121.0252,14.493
121.0364,14.693
120.9672,14.4618
120.9576,14.5892
120.9801,14.7535
120.9964,14.5792
120.9628,14.7367
120.9972,14.4888
120.9445,14.6926
120.9901,14.4967
120.9572,14.7319
120.981,14.447
120.9695,14.5707
121.022,14.7902
120.9922,14.4653
120.9625,14.4576
120.9844,14.5969
121.0338,14.5012
121.0205,14.6341
120.9873,14.4799
121.0175,14.6544
121.0388,14.7202
120.9702,14.4378
121.0233,14.557
120.9808,14.5054
120.9989,14.643
121.0247,14.7139
120.9553,14.5634
120.9648,14.4326
120.9579,14.6132
120.9866,14.7626
120.9657,14.4335
120.9382,14.7042
120.9964,14.4592
120.9879,14.6653
120.9817,14.5942
120.9396,14.7148
120.9831,14.5765
121.0005,14.6087
121.0155,14.4806
120.9856,14.597
121.0169,14.6233
120.9709,14.6221
121.0203,14.6571
120.9643,14.4594
120.9895,14.5995
120.9748,14.6008
121.0193,14.7104
120.9907,14.5095
120.9955,14.4583
121.0021,14.506
121.0319,14.5098
121.0214,14.657
121.0217,14.4877
120.9483,14.7181
121.0126,14.5495
121.0343,14.6911
120.9713,14.5971
120.9586,14.5635
120.9694,14.444
121.0249,14.4924
120.9688,14.7426
120.9823,14.5326
120.9804,14.4738
121.0183,14.5185
121.0008,14.6763
120.9852,14.7603
120.991,14.4976
120.994,14.6165
121.0127,14.5144
121.0132,14.4835
120.974,14.5724
121.003,14.4758
121.0326,14.7172
120.9654,14.4404
121.0178,14.7857
121.0214,14.5211
121.033,14.5003
120.9606,14.4364
120.9663,14.4413
120.9851,14.6632
121.0013,14.7778
121.0114,14.6774
120.9559,14.5711
120.9938,14.539
120.9912,14.7647
121.004,14.6996
120.9704,14.5717
121.0122,14.5028
120.9883,14.5086
120.9971,14.5024
121.0211,14.7893
120.9578,14.6926
120.9538,14.7288
120.9477,14.5169
121.023,14.6802
121.0093,14.5118
121.0089,14.7757
121.0167,14.6771
120.9699,14.5848
120.9571,14.5207
121.0308,14.5633
120.9629,14.59
121.0125,14.5872
120.9562,14.5197
120.9558,14.5705
120.969,14.5841
121.0269,14.4943
121.0097,14.7816
120.9577,14.7275
120.9524,14.5602
120.9862,14.5347
121.0317,14.7162
120.9763,14.4508
121.003,14.5148
120.9945,14.6704
121.0317,14.4198
120.9623,14.6898
120.97,14.4791
120.9658,14.6196
121.0105,14.6764
121.005,14.613
120.9861,14.4596
120.9613,14.5663
121.024,14.4915
121.026,14.6614
120.9856,14.6321
120.9871,14.6116
120.9681,14.5942
120.9592,14.5745
120.9535,14.4218
120.9867,14.5084
120.9967,14.5393
121.0225,14.5319
121.0083,14.5846
120.9497,14.5644
120.9629,14.7346
121.0251,14.5588
121.0001,14.6413
120.9722,14.598
120.9771,14.5722
120.9573,14.4673
120.9531,14.5678
120.9981,14.7746
